#  N   alpha   maxiter  av(e)   err(e)  P(sol)  err(Psol)  av(niter)   std(niter)  av(runtime)  str(runtime)  nsamples
16384	960.00	16384000	0.000	0.000	1.000	0.000	19520.247	706.651	264.389	9.569	363
16384	964.00	16384000	0.000	0.000	1.000	0.000	59151.575	9141.794	722.864	102.219	116
16384	968.00	16384000	0.000	0.000	1.000	0.000	153160.658	26169.771	1848.296	303.370	27
16384	972.00	16384000	0.000	0.000	1.000	0.000	287473.827	48950.402	3489.220	601.771	13
16384	976.00	16384000	0.000	0.000	1.000	0.000	510216.445	189222.789	5971.850	2052.328	2
32768	940.00	50000	0.000	0.000	1.000	0.000	2126.921	17.499	83.413	0.696	1153
32768	950.00	50000	0.000	0.000	1.000	0.000	4656.875	71.337	180.378	2.795	535
32768	955.00	50000	0.000	0.000	1.000	0.000	7765.815	175.425	294.257	6.464	326
32768	958.00	50000	0.072	0.072	0.998	0.002	12605.560	331.984	498.817	12.484	432
32768	960.00	50000	3.360	1.614	0.959	0.009	17904.067	494.969	665.530	16.692	464
32768	962.00	50000	13.353	0.833	0.830	0.005	27271.668	185.149	1365.949	9.380	5643
32768	964.00	50000	45.962	3.365	0.609	0.013	36303.439	366.355	1550.206	16.729	1405
32768	968.00	50000	242.653	20.475	0.073	0.021	49227.284	265.639	1950.742	24.765	150
32768	972.00	50000	486.200	41.908	0.000	0.000	50000.000	0.000	2087.108	22.695	40
32768	976.00	50000	693.950	23.523	0.000	0.000	50000.000	0.000	2187.838	13.307	40
32768	980.00	50000	772.950	12.448	0.000	0.000	50000.000	0.000	2210.457	11.903	40
32768	990.00	50000	867.025	12.831	0.000	0.000	50000.000	0.000	2285.928	10.236	40
32768	948.00	524288	0.000	0.000	1.000	0.000	3853.940	39.135	160.373	1.678	971
32768	956.00	524288	0.000	0.000	1.000	0.000	8833.202	189.928	354.748	7.368	436
32768	960.00	524288	0.000	0.000	1.000	0.000	19036.959	1005.568	701.554	31.184	216
32768	962.00	524288	0.000	0.000	1.000	0.000	34951.293	3916.865	1203.442	109.159	111
32768	964.00	524288	0.957	0.245	0.969	0.007	81994.469	4484.238	2956.439	140.256	650
32768	966.00	524288	5.517	0.391	0.854	0.008	175510.905	4119.501	7235.800	160.119	1812
32768	968.00	524288	19.902	1.733	0.626	0.015	307124.632	6280.822	12892.911	268.342	979
32768	970.00	524288	65.057	5.394	0.310	0.018	432879.310	6246.440	19070.340	337.669	632
32768	972.00	524288	166.280	11.204	0.115	0.014	493394.583	4335.919	24041.991	368.110	486
32768	974.00	524288	338.164	38.815	0.000	0.000	524288.000	0.000	22922.832	599.881	67
32768	940.00	32768000	0.000	0.000	1.000	0.000	2126.709	17.499	83.457	0.699	1153
32768	950.00	32768000	0.000	0.000	1.000	0.000	4657.129	71.470	180.518	2.790	534
32768	955.00	32768000	0.000	0.000	1.000	0.000	7773.219	175.775	295.893	6.591	325
32768	960.00	32768000	0.000	0.000	1.000	0.000	18675.859	1373.767	649.533	38.834	133
32768	964.00	32768000	0.000	0.000	1.000	0.000	67462.601	10484.965	2217.853	325.629	33
32768	968.00	32768000	0.000	0.000	1.000	0.000	120758.668	48971.634	3782.457	1576.512	4
65536	940.00	50000	0.000	0.000	1.000	0.000	2086.908	18.467	214.294	1.967	449
65536	950.00	50000	0.000	0.000	1.000	0.000	4276.974	61.785	435.909	6.570	220
65536	955.00	50000	0.000	0.000	1.000	0.000	7156.803	164.630	714.634	16.702	131
65536	958.00	50000	0.000	0.000	1.000	0.000	11437.868	350.145	1156.116	32.669	182
65536	960.00	50000	1.648	0.927	0.974	0.011	15639.788	559.199	1505.329	46.614	196
65536	962.00	50000	10.927	1.021	0.813	0.008	28871.086	278.214	3466.108	31.957	2318
65536	964.00	50000	63.811	7.337	0.390	0.022	42629.128	496.942	4327.172	58.872	487
